Sdoc_date_YYYYMMJJ,lien_type,I1_Id,I2_Id,I1_nom,I2_nom,Sdoc_Description_synthese,Sdoc_date_YYYYMM,Sdoc_date_YYYY,Sdoc_code_lieu_chantier,Sdoc_code_type_chantier_2
17140312,S---S,210,361,Magnano G.B. (210),Toscanello F. (361),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,S---S,320,12,Rondoletto G.M. (320),Arduino G. (12),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,S---S,320,361,Rondoletto G.M. (320),Toscanello F. (361),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,S---S,12,361,Arduino G. (12),Toscanello F. (361),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,G-->S,186,375,Griva G.A. (186),Vani A. (375),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,G-->S,186,210,Griva G.A. (186),Magnano G.B. (210),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,G-->S,186,320,Griva G.A. (186),Rondoletto G.M. (320),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,G-->S,186,12,Griva G.A. (186),Arduino G. (12),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,G-->S,186,361,Griva G.A. (186),Toscanello F. (361),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,A-->S,114,375,Corte G. (114),Vani A. (375),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,A-->S,114,210,Corte G. (114),Magnano G.B. (210),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,A-->S,114,320,Corte G. (114),Rondoletto G.M. (320),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,A-->S,114,12,Corte G. (114),Arduino G. (12),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,A-->S,114,361,Corte G. (114),Toscanello F. (361),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140312,A-->G,114,186,Corte G. (114),Griva G.A. (186),"17140312 - C1714_02_027 - (Dags-Cs): GO, Brunetta - Forterresse - ",171403,1714,BR,mil
17140313,S---S,4,175,Abbondiolo P. (4),Gillonio G.P. (175),"17140313 - C1714_02_031 - (Dags-Ds): GO, Mortara - Fortifications - ",171403,1714,MOR,mil
17140313,G-->S,272,4,Piazzollo F. (272),Abbondiolo P. (4),"17140313 - C1714_02_031 - (Dags-Ds): GO, Mortara - Fortifications - ",171403,1714,MOR,mil
17140313,G-->S,272,175,Piazzollo F. (272),Gillonio G.P. (175),"17140313 - C1714_02_031 - (Dags-Ds): GO, Mortara - Fortifications - ",171403,1714,MOR,mil
17140313,A-->S,27,4,Bello P. (27),Abbondiolo P. (4),"17140313 - C1714_02_031 - (Dags-Ds): GO, Mortara - Fortifications - ",171403,1714,MOR,mil
17140313,A-->S,27,175,Bello P. (27),Gillonio G.P. (175),"17140313 - C1714_02_031 - (Dags-Ds): GO, Mortara - Fortifications - ",171403,1714,MOR,mil
17140313,A-->G,27,272,Bello P. (27),Piazzollo F. (272),"17140313 - C1714_02_031 - (Dags-Ds): GO, Mortara - Fortifications - ",171403,1714,MOR,mil
17140409,S---S,153,223,Galimberti G.M. (153),Menafoglio A. (223),"17140409 - C1714_02_037 - (Cags-Cs): GO, Mortara - Fortifications - ",171404,1714,MOR,mil
17140409,G-->S,227,153,Menafoglio F.A. (227),Galimberti G.M. (153),"17140409 - C1714_02_037 - (Cags-Cs): GO, Mortara - Fortifications - ",171404,1714,MOR,mil
17140409,G-->S,227,223,Menafoglio F.A. (227),Menafoglio A. (223),"17140409 - C1714_02_037 - (Cags-Cs): GO, Mortara - Fortifications - ",171404,1714,MOR,mil
17140409,A-->S,377,153,Vanone A.M. (377),Galimberti G.M. (153),"17140409 - C1714_02_037 - (Cags-Cs): GO, Mortara - Fortifications - ",171404,1714,MOR,mil
17140409,A-->S,377,223,Vanone A.M. (377),Menafoglio A. (223),"17140409 - C1714_02_037 - (Cags-Cs): GO, Mortara - Fortifications - ",171404,1714,MOR,mil
17140409,A-->G,377,227,Vanone A.M. (377),Menafoglio F.A. (227),"17140409 - C1714_02_037 - (Cags-Cs): GO, Mortara - Fortifications - ",171404,1714,MOR,mil
17140412,S---S,318,108,Rondoletto C.M. (318),Clerico S. (108),"17140412 - C1714_02_039 - (Cags-Cs): GO, Chivasso - Fortifications - ",171404,1714,CH,mil
17140412,G-->S,106,318,Clerico G.P. (106),Rondoletto C.M. (318),"17140412 - C1714_02_039 - (Cags-Cs): GO, Chivasso - Fortifications - ",171404,1714,CH,mil
17140412,G-->S,106,108,Clerico G.P. (106),Clerico S. (108),"17140412 - C1714_02_039 - (Cags-Cs): GO, Chivasso - Fortifications - ",171404,1714,CH,mil
17140412,A-->S,238,318,Mosso G. (238),Rondoletto C.M. (318),"17140412 - C1714_02_039 - (Cags-Cs): GO, Chivasso - Fortifications - ",171404,1714,CH,mil
17140412,A-->S,238,108,Mosso G. (238),Clerico S. (108),"17140412 - C1714_02_039 - (Cags-Cs): GO, Chivasso - Fortifications - ",171404,1714,CH,mil
17140412,A-->G,238,106,Mosso G. (238),Clerico G.P. (106),"17140412 - C1714_02_039 - (Cags-Cs): GO, Chivasso - Fortifications - ",171404,1714,CH,mil
17140423,S---S,349,158,Somazzo F. (349),Gallo G.G. (158),"17140423 - C1714_02_042 - (Dags-Ds): MO, Rivolli - Chateau - ",171404,1714,RI,civ
17140423,S---S,349,49,Somazzo F. (349),Bianchi G. (49),"17140423 - C1714_02_042 - (Dags-Ds): MO, Rivolli - Chateau - ",171404,1714,RI,civ
17140423,S---S,158,49,Gallo G.G. (158),Bianchi G. (49),"17140423 - C1714_02_042 - (Dags-Ds): MO, Rivolli - Chateau - ",171404,1714,RI,civ
17140414,G-->S,319,108,Rondoletto C.M. (319),Clerico S. (108),"17140414 - C1714_02_046 - (Cags-Cs): GO, Casale - Fortifications - ",171404,1714,CA,mil
17140414,A-->S,238,108,Mosso G. (238),Clerico S. (108),"17140414 - C1714_02_046 - (Cags-Cs): GO, Casale - Fortifications - ",171404,1714,CA,mil
17140414,A-->G,238,319,Mosso G. (238),Rondoletto C.M. (319),"17140414 - C1714_02_046 - (Cags-Cs): GO, Casale - Fortifications - ",171404,1714,CA,mil
17140414,S---S,223,111,Menafoglio A. (223),Constanzo B. (111),"17140414 - C1714_02_048 - (Cags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,G-->S,153,223,Galimberti G.M. (153),Menafoglio A. (223),"17140414 - C1714_02_048 - (Cags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,G-->S,153,111,Galimberti G.M. (153),Constanzo B. (111),"17140414 - C1714_02_048 - (Cags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->S,377,223,Vanone A.M. (377),Menafoglio A. (223),"17140414 - C1714_02_048 - (Cags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->S,377,111,Vanone A.M. (377),Constanzo B. (111),"17140414 - C1714_02_048 - (Cags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->G,377,153,Vanone A.M. (377),Galimberti G.M. (153),"17140414 - C1714_02_048 - (Cags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,S---S,175,4,Gillonio G.P. (175),Abbondiolo P. (4),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,S---S,175,26,Gillonio G.P. (175),Bello L. (26),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,S---S,4,26,Abbondiolo P. (4),Bello L. (26),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,G-->S,272,175,Piazzollo F. (272),Gillonio G.P. (175),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,G-->S,272,4,Piazzollo F. (272),Abbondiolo P. (4),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,G-->S,272,26,Piazzollo F. (272),Bello L. (26),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->S,109,175,Coda G. (109),Gillonio G.P. (175),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->S,109,4,Coda G. (109),Abbondiolo P. (4),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->S,109,26,Coda G. (109),Bello L. (26),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140414,A-->G,109,272,Coda G. (109),Piazzollo F. (272),"17140414 - C1714_02_053 - (Dags-Ds): GO, Alessandria - Fortifications - ",171404,1714,AL,mil
17140508,S---S,347,345,Solari G.B. (347),Solari C. (345),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,S---S,347,346,Solari G.B. (347),Solari G. (346),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,S---S,347,219,Solari G.B. (347),Mazzoni C.G. (219),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,S---S,345,346,Solari C. (345),Solari G. (346),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,S---S,345,219,Solari C. (345),Mazzoni C.G. (219),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,S---S,346,219,Solari G. (346),Mazzoni C.G. (219),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,G-->S,351,347,Succi G.B. (351),Solari G.B. (347),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,G-->S,351,345,Succi G.B. (351),Solari C. (345),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,G-->S,351,346,Succi G.B. (351),Solari G. (346),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,G-->S,351,219,Succi G.B. (351),Mazzoni C.G. (219),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,A-->S,179,347,Giudici F.M. (179),Solari G.B. (347),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,A-->S,179,345,Giudici F.M. (179),Solari C. (345),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,A-->S,179,346,Giudici F.M. (179),Solari G. (346),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,A-->S,179,219,Giudici F.M. (179),Mazzoni C.G. (219),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140508,A-->G,179,351,Giudici F.M. (179),Succi G.B. (351),"17140508 - C1714_02_059 - (Dags-Cs): MO, Turin - Universit?- ",171405,1714,TO,civ
17140515,S---S,223,226,Menafoglio A. (223),Menafoglio C.A. (226),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,223,275,Menafoglio A. (223),Pinchetti D. (275),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,223,187,Menafoglio A. (223),Groppi C. (187),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,223,202,Menafoglio A. (223),Maciotta G. (202),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,223,62,Menafoglio A. (223),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,223,316,Menafoglio A. (223),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,226,275,Menafoglio C.A. (226),Pinchetti D. (275),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,226,187,Menafoglio C.A. (226),Groppi C. (187),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,226,202,Menafoglio C.A. (226),Maciotta G. (202),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,226,62,Menafoglio C.A. (226),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,226,316,Menafoglio C.A. (226),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,275,187,Pinchetti D. (275),Groppi C. (187),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,275,202,Pinchetti D. (275),Maciotta G. (202),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,275,62,Pinchetti D. (275),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,275,316,Pinchetti D. (275),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,187,202,Groppi C. (187),Maciotta G. (202),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,187,62,Groppi C. (187),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,187,316,Groppi C. (187),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,202,62,Maciotta G. (202),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,202,316,Maciotta G. (202),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,S---S,62,316,Boggio P. (62),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,223,Galimberti G.M. (153),Menafoglio A. (223),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,226,Galimberti G.M. (153),Menafoglio C.A. (226),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,275,Galimberti G.M. (153),Pinchetti D. (275),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,187,Galimberti G.M. (153),Groppi C. (187),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,202,Galimberti G.M. (153),Maciotta G. (202),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,62,Galimberti G.M. (153),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,G-->S,153,316,Galimberti G.M. (153),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,223,Caligaris A. (78),Menafoglio A. (223),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,226,Caligaris A. (78),Menafoglio C.A. (226),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,275,Caligaris A. (78),Pinchetti D. (275),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,187,Caligaris A. (78),Groppi C. (187),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,202,Caligaris A. (78),Maciotta G. (202),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,62,Caligaris A. (78),Boggio P. (62),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->S,78,316,Caligaris A. (78),Romano T. (316),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140515,A-->G,78,153,Caligaris A. (78),Galimberti G.M. (153),"17140515 - C1714_02_073 - (Dags-Ds): GO, Verrua & Chivasso - Fortifications - ",171405,1714,VER_CH,mil
17140528,G-->S,4,177,Abbondiolo P. (4),Gillonio P. (177),"17140528 - C1714_02_079 - (Dags-Cs): GO, Turin - Universit?- ",171405,1714,TO,civ
17140528,A-->S,109,177,Coda G. (109),Gillonio P. (177),"17140528 - C1714_02_079 - (Dags-Cs): GO, Turin - Universit?- ",171405,1714,TO,civ
17140528,A-->G,109,4,Coda G. (109),Abbondiolo P. (4),"17140528 - C1714_02_079 - (Dags-Cs): GO, Turin - Universit?- ",171405,1714,TO,civ
17140706,S---S,281,374,Pistone G.S. (281),Vanera M. (374),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,281,373,Pistone G.S. (281),Vanera G. (373),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,281,283,Pistone G.S. (281),Pistone G.A. (283),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,281,342,Pistone G.S. (281),Sereno M. (342),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,281,258,Pistone G.S. (281),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,374,373,Vanera M. (374),Vanera G. (373),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,374,283,Vanera M. (374),Pistone G.A. (283),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,374,342,Vanera M. (374),Sereno M. (342),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,374,258,Vanera M. (374),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,373,283,Vanera G. (373),Pistone G.A. (283),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,373,342,Vanera G. (373),Sereno M. (342),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,373,258,Vanera G. (373),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,283,342,Pistone G.A. (283),Sereno M. (342),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,283,258,Pistone G.A. (283),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,S---S,342,258,Sereno M. (342),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,G-->S,278,281,Pistone C. (278),Pistone G.S. (281),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,G-->S,278,374,Pistone C. (278),Vanera M. (374),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,G-->S,278,373,Pistone C. (278),Vanera G. (373),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,G-->S,278,283,Pistone C. (278),Pistone G.A. (283),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,G-->S,278,342,Pistone C. (278),Sereno M. (342),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,G-->S,278,258,Pistone C. (278),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->S,392,281,Zo G.H. (392),Pistone G.S. (281),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->S,392,374,Zo G.H. (392),Vanera M. (374),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->S,392,373,Zo G.H. (392),Vanera G. (373),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->S,392,283,Zo G.H. (392),Pistone G.A. (283),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->S,392,342,Zo G.H. (392),Sereno M. (342),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->S,392,258,Zo G.H. (392),Peraldo P. (258),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140706,A-->G,392,278,Zo G.H. (392),Pistone C. (278),"17140706 - C1714_02_083 - (Dags-Ds): GO, Fenestrelle - Forterresse - ",171407,1714,FE,mil
17140714,S---S,288,10,Quadrone B. (288),Aprile F. (10),"17140714 - C1714_02_088 - (Dags-Ds): MO, Turin - Universit?- ",171407,1714,TO,civ
17140714,S---S,288,97,Quadrone B. (288),Casella A. (97),"17140714 - C1714_02_088 - (Dags-Ds): MO, Turin - Universit?- ",171407,1714,TO,civ
17140714,S---S,10,97,Aprile F. (10),Casella A. (97),"17140714 - C1714_02_088 - (Dags-Ds): MO, Turin - Universit?- ",171407,1714,TO,civ
17140802,S---S,347,348,Solari G.B. (347),Solari M. (348),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,347,345,Solari G.B. (347),Solari C. (345),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,347,346,Solari G.B. (347),Solari G. (346),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,347,219,Solari G.B. (347),Mazzoni C.G. (219),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,348,345,Solari M. (348),Solari C. (345),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,348,346,Solari M. (348),Solari G. (346),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,348,219,Solari M. (348),Mazzoni C.G. (219),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,345,346,Solari C. (345),Solari G. (346),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,345,219,Solari C. (345),Mazzoni C.G. (219),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,S---S,346,219,Solari G. (346),Mazzoni C.G. (219),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,G-->S,351,347,Succi G.B. (351),Solari G.B. (347),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,G-->S,351,348,Succi G.B. (351),Solari M. (348),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,G-->S,351,345,Succi G.B. (351),Solari C. (345),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,G-->S,351,346,Succi G.B. (351),Solari G. (346),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,G-->S,351,219,Succi G.B. (351),Mazzoni C.G. (219),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,A-->S,10,347,Aprile F. (10),Solari G.B. (347),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,A-->S,10,348,Aprile F. (10),Solari M. (348),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,A-->S,10,345,Aprile F. (10),Solari C. (345),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
17140802,A-->S,10,346,Aprile F. (10),Solari G. (346),"17140802 - C1714_02_090 - (Dags-Cs): MO, Turin - Universit?- ",171408,1714,TO,civ
