user_id,retweet_user_id,screen_name,retweet_screen_name,retweet_created_at,text,time
x1079569541699653632,x833224452787761152,OlgaPrson1,elle_desylva,2020/1/4 10:08,"â€œThis is not something you normally see.â€�?

One very thirsty koala! 

See below for ways to donate to help these beautiful, endangered earthlings <U+0001F428> 

(IG<U+0001F4F8>:@wildlife85official)

#AustraliaOnFire #AustraliaBushfires #AustralianBushfire
#KoalasNotCoal
#AustraliaBurns https://t.co/5Yi5R87HCv",2020/1/4 10:08
x1214352899955924992,x833224452787761152,Cattail41896411,elle_desylva,2020/1/4 10:08,"â€œThis is not something you normally see.â€�?

One very thirsty koala! 

See below for ways to donate to help these beautiful, endangered earthlings <U+0001F428> 

(IG<U+0001F4F8>:@wildlife85official)

#AustraliaOnFire #AustraliaBushfires #AustralianBushfire
#KoalasNotCoal
#AustraliaBurns https://t.co/5Yi5R87HCv",2020/1/4 10:08
x736438401981784065,x1169784912850948098,druzola,ManuelWeberMX,2020/1/4 14:00,"â€œIf this is what we are seeing now at the beginnings of changes due to climate change, then what are we looking at 2C or 4C? I donâ€™t think we can get our heads around what that could be likeâ€�?-Dr. B. Winkle U of Melbourne #ClimateEmergency #ClimateActionNow 
#AustralianBushfire https://t.co/715D2UkNnc",2020/1/4 14:00
x2562416193,x2562416193,Cluckmuckcook,Cluckmuckcook,2020/1/4 21:27,"Itâ€™s heartbreaking to see the devastation of the Australian wildfires.
For the next few months all profits from my little charity baking book will go to support those impacted you these tragic circumstances . Pls RT #australiaisburning #AustralianBushfire 
https://t.co/yvFpOW8fNh",2020/1/4 21:27
x1154048593902239745,x2292488509,angeltweets7,Protect_Wldlife,2020/1/4 22:31,"RT: 

If you buy a Badge, Brooch, Car Sticker, Tote Bag or Conservation Pack this weekend ALL proceeds will go to help the Port Macquarie Koala Hospital treat animals affected by the #AustralianFires.

Available at https://t.co/hGdatZwebx

#AustraliaIsOnFire #AustralianBushfire https://t.co/Ps1BiI31vL",2020/1/4 22:31
x374607415,x374607415,GhinaNahfawi,GhinaNahfawi,2020/1/5 2:13,"An Australian firefighter takes a break from battling a wildfire to give a thirsty #cockatoo a drink of water.
<U+2764><U+0001F613>
#australiaisburning #AustralianBushfire #SaveAustralia https://t.co/XYpfIEoUgx",2020/1/5 2:13
x525783599,x4642424240,GeeGeeAkili,ProBluesPlayer,2020/1/5 5:37,"Unfollow me if you will, but I'm not going to stop sharing and retweeting about the fires in Australia and how bad it is right now.

There aren't even fires directly where I live and this is what it looks like outside. #AustralianBushfire #AustraliaOnFire #AustraliaBurning https://t.co/vsBf7w9jTk",2020/1/5 5:37
x753694640,x4642424240,neneskct,ProBluesPlayer,2020/1/5 5:37,"Unfollow me if you will, but I'm not going to stop sharing and retweeting about the fires in Australia and how bad it is right now.

There aren't even fires directly where I live and this is what it looks like outside. #AustralianBushfire #AustraliaOnFire #AustraliaBurning https://t.co/vsBf7w9jTk",2020/1/5 5:37
x1070868647105650689,x4642424240,jxkerisgay,ProBluesPlayer,2020/1/5 5:37,"Unfollow me if you will, but I'm not going to stop sharing and retweeting about the fires in Australia and how bad it is right now.

There aren't even fires directly where I live and this is what it looks like outside. #AustralianBushfire #AustraliaOnFire #AustraliaBurning https://t.co/vsBf7w9jTk",2020/1/5 5:37
x334270452,x4642424240,kazaangel,ProBluesPlayer,2020/1/5 5:37,"Unfollow me if you will, but I'm not going to stop sharing and retweeting about the fires in Australia and how bad it is right now.

There aren't even fires directly where I live and this is what it looks like outside. #AustralianBushfire #AustraliaOnFire #AustraliaBurning https://t.co/vsBf7w9jTk",2020/1/5 5:37
x1210643881504759811,x4642424240,1apfelbaeumchen,ProBluesPlayer,2020/1/5 5:37,"Unfollow me if you will, but I'm not going to stop sharing and retweeting about the fires in Australia and how bad it is right now.

There aren't even fires directly where I live and this is what it looks like outside. #AustralianBushfire #AustraliaOnFire #AustraliaBurning https://t.co/vsBf7w9jTk",2020/1/5 5:37
x386642818,x4642424240,mapily12,ProBluesPlayer,2020/1/5 5:37,"Unfollow me if you will, but I'm not going to stop sharing and retweeting about the fires in Australia and how bad it is right now.

There aren't even fires directly where I live and this is what it looks like outside. #AustralianBushfire #AustraliaOnFire #AustraliaBurning https://t.co/vsBf7w9jTk",2020/1/5 5:37
x1120206495256158209,x1120206495256158209,EveyHammond19,EveyHammond19,2020/1/5 9:31,"<U+0001F98B>

""I find it staggering, as a Christian, that politicians and business leaders all over the world claim to believe in the teachings of Jesus, yet they refuse to make any effort to preserve the natural world that Christ came to save for all Humankind.""

#AustralianBushfire",2020/1/5 9:31
x1111211876208173057,x927695714116710406,AV59784,UrbanBirdsOz,2020/1/5 9:51,"Weâ€™ve compiled a few ways individuals can help birds in the immediate aftermath of these horrendous fires and also looking into the future: https://t.co/BpviJY8bVA 
Thx @focusfilmsaust @BirdlifeOz #AustralianBushfire #WildOz https://t.co/yPHOfgzfyZ",2020/1/5 9:51
x265399211,x998502378700763137,TerrySerio,EliseMason1985,2020/1/5 10:15,"The most beautiful sad picture <U+0001F525>
Australia's fires could change the country forever.
#Tiredearth #AustralianBushfire #AustraliaBurns #ClimateChange #ClimateEmergency https://t.co/A1Lx0xUsBD",2020/1/5 10:15
x1581643694,x1581643694,Alyx4077,Alyx4077,2020/1/5 10:41,I'm excited to announce that we will be doing a 24 HOUR fundraising stream this coming Saturday Jan 11 at 6pm EST (Sunday Jan 12 at 10am AEDT) to raise money for @NSWRFS to help support firefighting efforts in Australia. #AustralianBushfire https://t.co/8tsqFCaXJG,2020/1/5 10:41
x1214352899955924992,x833224452787761152,Cattail41896411,elle_desylva,2020/1/5 10:55,"Thank you @nataliebassing and @rebeccagibney_ for this footage. 

It may just break your heart though.

#KoalasNotCoal #AustralianBushfire https://t.co/5LZB87WtKL",2020/1/5 10:55
x235290157,x833224452787761152,JosecGarcia98,elle_desylva,2020/1/5 10:55,"Thank you @nataliebassing and @rebeccagibney_ for this footage. 

It may just break your heart though.

#KoalasNotCoal #AustralianBushfire https://t.co/5LZB87WtKL",2020/1/5 10:55
x1120206495256158209,x1120206495256158209,EveyHammond19,EveyHammond19,2020/1/5 11:20,"<U+0001F525><U+0001F998><U+0001F428><U+2764><U+FE0F>

           ""Greater love has no one than this:
         to lay down one's life for one's friends.""

#firefighters #Firefighting #firefighter #AustraliaBurns #AustralianFires #AustralianBushfire #bushfirecrisis #Mallacoota #bushfires #RSPCA #animals #Koala #Kangaroo https://t.co/yVFn8Y5vGv",2020/1/5 11:20
x1154048593902239745,x1120206495256158209,angeltweets7,EveyHammond19,2020/1/5 11:20,"<U+0001F525><U+0001F998><U+0001F428><U+2764><U+FE0F>

           ""Greater love has no one than this:
         to lay down one's life for one's friends.""

#firefighters #Firefighting #firefighter #AustraliaBurns #AustralianFires #AustralianBushfire #bushfirecrisis #Mallacoota #bushfires #RSPCA #animals #Koala #Kangaroo https://t.co/yVFn8Y5vGv",2020/1/5 11:20
x420987009,x420987009,TerryTyler4,TerryTyler4,2020/1/5 11:33,"If you want to donate to the fire services in Australia, you can do so here:
https://t.co/EvuFK4N10h
#AustralianBushfire 
Please RT. https://t.co/x6S9HwJiPH",2020/1/5 11:33
x1129303826421280768,x1200128034084446209,Tashifreja,Myra31087244,2020/1/5 11:43,"This made my day <U+2764><U+2764><U+0001F62D>
#PrayForAustralia #AustraliaBurns #AustralianBushfire #AustraliaFires https://t.co/UCxge2Gf7l",2020/1/5 11:43
x39461440,x1024256932834631680,kayegreenleaf,RebeccaH2020,2020/1/5 11:53,"Most people don't think climate change will happen to them. But the truth is, it's happening now and it's affecting us in many more ways than we know.
https://t.co/rPlsG8J2fw
#Tiredearth #AustralianFires #AustralianBushfire #AustraliaBurns #AustraliaBushfires #AustralianWildFires",2020/1/5 11:53
x1102580501653663745,x1024256932834631680,menggay60052992,RebeccaH2020,2020/1/5 11:53,"Most people don't think climate change will happen to them. But the truth is, it's happening now and it's affecting us in many more ways than we know.
https://t.co/rPlsG8J2fw
#Tiredearth #AustralianFires #AustralianBushfire #AustraliaBurns #AustraliaBushfires #AustralianWildFires",2020/1/5 11:53
x1106771831837675521,x231923667,CelineFrenette,pgreenfielduk,2020/1/5 12:02,"A shocking video of dead animals strewn across a roadside in New South Wales killed in the #AustralianBushfire . 

At least 480 million mammals, birds and reptiles are likely to have died in the state alone since September. Devastating. 

Credit: The 'new' Batlow Hotel https://t.co/BaGFsMvfm6",2020/1/5 12:02
x93516189,x93516189,mokomokai,mokomokai,2020/1/5 12:55,"#Kohlemine in #Australien - Umweltaktivistin #Neubauer greift #Siemens-Chef #Kaeser an: â€žEs ist #Wahnsinnâ€�?https://t.co/wCHOt9FoRC
#StopAdani #AustraliaOnFire #AustralianBushfire #extinction
#Artensterben",2020/1/5 12:55
x1154048593902239745,x726586935800532992,angeltweets7,to_terb,2020/1/5 13:16,"1. 24 people dead
2. 8,000 koalas dead
3. 500M animals dead
4. More than 1400 homes destroyed
5. Over 5.5 million hectares burned
6. More than 10 million people in toxic 
#AustralianBushfire #PrayForAustralia #AustraliaBurns https://t.co/twX82tZBTO",2020/1/5 13:16
x4819857443,x751377481001762817,MantengaO,200Ralts,2020/1/5 15:17,One of the scariest videos weâ€™ve seen so far out of the Australia bushfires. #australiafire #AustralianBushfire #AustraliaOnFire https://t.co/aYxD9283ng,2020/1/5 15:17
x618479788,x751377481001762817,ThePioneerTree,200Ralts,2020/1/5 15:17,One of the scariest videos weâ€™ve seen so far out of the Australia bushfires. #australiafire #AustralianBushfire #AustraliaOnFire https://t.co/aYxD9283ng,2020/1/5 15:17
x4819857443,x751377481001762817,MantengaO,200Ralts,2020/1/5 15:22,Bro Australia needs help!!! #australiafire #AustraliaOnFire #AustralianBushfire https://t.co/zRZUWBxZmX,2020/1/5 15:22
x173868734,x173868734,en_yen,en_yen,2020/1/5 17:20,"<U+0001F6A8>Calling upon #Yakuza fans<U+2757><U+FE0F>
Australia really needs our help. If you donate $20 or more, upon showing receipt, I will ship you my Majima print for FREE! I currently only have 10 left in stock, so it will be first come first serve! #AustralianBushfire 
Donation link down in reply https://t.co/CvKXhHcd6e",2020/1/5 17:20
x1216222197380812801,x1120206495256158209,BlueSkyCommuni3,EveyHammond19,2020/1/5 17:43,"<U+0001F428><U+0001F998><U+0001F622><U+0001F494>

Now when I go to an Australian forest, I hear no animals.
But when I go to bed at night, I hear their screams.

#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/6PdlUPOxQb",2020/1/5 17:43
x753694640,x1120206495256158209,neneskct,EveyHammond19,2020/1/5 17:43,"<U+0001F428><U+0001F998><U+0001F622><U+0001F494>

Now when I go to an Australian forest, I hear no animals.
But when I go to bed at night, I hear their screams.

#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/6PdlUPOxQb",2020/1/5 17:43
x1102580501653663745,x1120206495256158209,menggay60052992,EveyHammond19,2020/1/5 17:43,"<U+0001F428><U+0001F998><U+0001F622><U+0001F494>

Now when I go to an Australian forest, I hear no animals.
But when I go to bed at night, I hear their screams.

#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/6PdlUPOxQb",2020/1/5 17:43
x3597296594,x1606182450,sparkyofAlberta,KellyCanuckTO,2020/1/5 18:28,"â€œMan is the most insane species. He worships an invisible God and destroys a visible Nature. Unaware that this Nature heâ€™s destroying is this God heâ€™s worshiping.â€�?~

Hubert Reeves, 
Canadian Astrophysicist<U+0001F1E8><U+0001F1E6>

How you can help here:
https://t.co/ouDdtHDFaD
#AustralianBushfire https://t.co/nIJYdLXDHI",2020/1/5 18:28
x1606182450,x1606182450,KellyCanuckTO,KellyCanuckTO,2020/1/5 18:28,"â€œMan is the most insane species. He worships an invisible God and destroys a visible Nature. Unaware that this Nature heâ€™s destroying is this God heâ€™s worshiping.â€�?~

Hubert Reeves, 
Canadian Astrophysicist<U+0001F1E8><U+0001F1E6>

How you can help here:
https://t.co/ouDdtHDFaD
#AustralianBushfire https://t.co/nIJYdLXDHI",2020/1/5 18:28
x267772916,x267772916,jottes,jottes,2020/1/5 18:52,"Die #Gletscher in #Neuseeland sind nicht mehr weiÃŸ.
#Australien fÃ¤rbt sie braun. Dies fÃ¼hrt dazu, dass mehr Sonnenenergie absorbiert wird und mehr Eis schneller schmilzt.
https://t.co/NIsvyWmrJF #Klimakrise #AustralianBushfire #AustralianFires",2020/1/5 18:52
x1216222197380812801,x967431596897980417,BlueSkyCommuni3,BrwaAliHussein,2020/1/5 19:56,"Fire be cold, please.                          <U+0001F494> 
#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/97pdmh72vr",2020/1/5 19:56
x3368468469,x967431596897980417,stacycote196,BrwaAliHussein,2020/1/5 19:56,"Fire be cold, please.                          <U+0001F494> 
#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/97pdmh72vr",2020/1/5 19:56
x753694640,x967431596897980417,neneskct,BrwaAliHussein,2020/1/5 19:56,"Fire be cold, please.                          <U+0001F494> 
#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/97pdmh72vr",2020/1/5 19:56
x1210643881504759811,x967431596897980417,1apfelbaeumchen,BrwaAliHussein,2020/1/5 19:56,"Fire be cold, please.                          <U+0001F494> 
#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/97pdmh72vr",2020/1/5 19:56
x1102580501653663745,x967431596897980417,menggay60052992,BrwaAliHussein,2020/1/5 19:56,"Fire be cold, please.                          <U+0001F494> 
#AustraliaFires #AustraliaBurning #AustralianFires #AustralianBushfire #AustraliaOnFire #australiafire #bushfirecrisis #bushfiresAustralia #ClimateChange https://t.co/97pdmh72vr",2020/1/5 19:56
x741620147853492225,x866102366,hjocb,PsychologyDoc,2020/1/5 23:59,"THIS IS HEARTBREAKING <U+0001F494><U+0001F622>

- 500 million animals died
- 8000 Koalas died

RETWEET! 

#AustraliaFires #AustralianBushfire #AustraliaOnFire #PrayForAustralia https://t.co/h2zRpHnyLd",2020/1/5 23:59
x343560360,x866102366,twiithit,PsychologyDoc,2020/1/5 23:59,"THIS IS HEARTBREAKING <U+0001F494><U+0001F622>

- 500 million animals died
- 8000 Koalas died

RETWEET! 

#AustraliaFires #AustralianBushfire #AustraliaOnFire #PrayForAustralia https://t.co/h2zRpHnyLd",2020/1/5 23:59
x1194446652993458176,x866102366,Wch89087634,PsychologyDoc,2020/1/5 23:59,"THIS IS HEARTBREAKING <U+0001F494><U+0001F622>

- 500 million animals died
- 8000 Koalas died

RETWEET! 

#AustraliaFires #AustralianBushfire #AustraliaOnFire #PrayForAustralia https://t.co/h2zRpHnyLd",2020/1/5 23:59
x2492987706,x1169208458534621194,MischelleCamill,fatehthepatriot,2020/1/6 3:25,"Its Raining in Australia and see how these animals are thanking god
#AustralianBushfire #AustralianFires https://t.co/ogB1ioJPkn",2020/1/6 3:25
x1129303826421280768,x1169208458534621194,Tashifreja,fatehthepatriot,2020/1/6 3:25,"Its Raining in Australia and see how these animals are thanking god
#AustralianBushfire #AustralianFires https://t.co/ogB1ioJPkn",2020/1/6 3:25
x829180771,x1169208458534621194,arturomclaren,fatehthepatriot,2020/1/6 3:25,"Its Raining in Australia and see how these animals are thanking god
#AustralianBushfire #AustralianFires https://t.co/ogB1ioJPkn",2020/1/6 3:25
x87618031,x1169208458534621194,MadNana51,fatehthepatriot,2020/1/6 3:25,"Its Raining in Australia and see how these animals are thanking god
#AustralianBushfire #AustralianFires https://t.co/ogB1ioJPkn",2020/1/6 3:25
x1102580501653663745,x1169208458534621194,menggay60052992,fatehthepatriot,2020/1/6 3:25,"Its Raining in Australia and see how these animals are thanking god
#AustralianBushfire #AustralianFires https://t.co/ogB1ioJPkn",2020/1/6 3:25
x2976809147,x77287531,TiedeDth,DilekDeniz,2020/1/6 3:34,"Ahhh...Yetemediklerimizden.Toprak sizi incitmesin.Iklim degisikligi bana dokunmaz deme<U+0001F340><U+0001F33F><U+0001F331><U+0001F428>
Most people don't think climate change will happen to them.
#Tiredearth #AustralianFires 
#AustralianFire 
#AustralianBushfire #AustraliaBurns #AustraliaBushfires #AustralianWildFires https://t.co/FM7hWgdHcn",2020/1/6 3:34
x1186156953132773379,x77287531,livingroom2020,DilekDeniz,2020/1/6 3:34,"Ahhh...Yetemediklerimizden.Toprak sizi incitmesin.Iklim degisikligi bana dokunmaz deme<U+0001F340><U+0001F33F><U+0001F331><U+0001F428>
Most people don't think climate change will happen to them.
#Tiredearth #AustralianFires 
#AustralianFire 
#AustralianBushfire #AustraliaBurns #AustraliaBushfires #AustralianWildFires https://t.co/FM7hWgdHcn",2020/1/6 3:34
x1102580501653663745,x2743219984,menggay60052992,SilvqDe,2020/1/6 5:05,"#australiafire #AustralianFires #AustraliaOnFire #AustralianBushfire 
A New South Wales local went beyond her call of duty to save a koala caught in the deadly Australian bushfires, wrapping it in her own shirt and moving the distressed animal to safety. Her kind full work<U+0001F428><U+0001F1E6><U+0001F1FA><U+0001F525> https://t.co/IkKlofsnwD",2020/1/6 5:05
x756907146340659200,x1186834916929093637,Xanafsoares,lily_fav,2020/1/6 5:15,"#AustralianBushfire #AustralianFires-meio bilhÃ£o de animais mortos
-5 milhÃµes de hectares queimados
-desde setembro o fogo matou 18 pessoa
-diretor dos bombeiros admitiu que Ã© impossÃ­vel apagar o fogo<U+0001F622>
Compartilhe isso precisamos de ajuda a e lembrem nÃ£o temos planeta reserva<U+0001F614> https://t.co/8tsUWrRJsA",2020/1/6 5:15
x927619209093435392,x1186834916929093637,GilGuerreira16,lily_fav,2020/1/6 5:15,"#AustralianBushfire #AustralianFires-meio bilhÃ£o de animais mortos
-5 milhÃµes de hectares queimados
-desde setembro o fogo matou 18 pessoa
-diretor dos bombeiros admitiu que Ã© impossÃ­vel apagar o fogo<U+0001F622>
Compartilhe isso precisamos de ajuda a e lembrem nÃ£o temos planeta reserva<U+0001F614> https://t.co/8tsUWrRJsA",2020/1/6 5:15
x1197823786319351808,x828449816162111488,freyja_Nymi,ELCA_Brett,2020/1/6 5:22,"Reminder 2013

""The Climate Commission has been abolished and work has begun to scrap the Climate Change Authority (CCA) in what has been described as a black day in the fight against global warming in Australia.""

#AustralianBushfire #DearYourMajesty 

https://t.co/IakrsQBysJ",2020/1/6 5:22
x1175112721072738304,x828449816162111488,SaveOurForests_,ELCA_Brett,2020/1/6 5:22,"Reminder 2013

""The Climate Commission has been abolished and work has begun to scrap the Climate Change Authority (CCA) in what has been described as a black day in the fight against global warming in Australia.""

#AustralianBushfire #DearYourMajesty 

https://t.co/IakrsQBysJ",2020/1/6 5:22
x228118501,x96872637,BibiRL,ernestoeslava,2020/1/6 5:44,"Impresionante...
Una imagen que revela los efectos de los incendios en #Australia
#AustralianBushfire
 https://t.co/KEBhwJVVlw",2020/1/6 5:44
x1120206495256158209,x1120206495256158209,EveyHammond19,EveyHammond19,2020/1/6 5:47,"<U+0001F64F>

Australian  Kangaroos  Praying  For  A  New  Government

#AustralianBushfire #DearYourMajesty #AustralianFires #auspol2020 #auspol #AustraliaBurning #bushfireaustralia #ClimateCriminals #ClimateEmergency #AustraliaisBurning 
#ScottFromMarketing #ScoMoResign #ScottMorrison https://t.co/lXM90WPRyK",2020/1/6 5:47
x753694640,x1120206495256158209,neneskct,EveyHammond19,2020/1/6 5:47,"<U+0001F64F>

Australian  Kangaroos  Praying  For  A  New  Government

#AustralianBushfire #DearYourMajesty #AustralianFires #auspol2020 #auspol #AustraliaBurning #bushfireaustralia #ClimateCriminals #ClimateEmergency #AustraliaisBurning 
#ScottFromMarketing #ScoMoResign #ScottMorrison https://t.co/lXM90WPRyK",2020/1/6 5:47
x156881548,x156881548,riserefugee,riserefugee,2020/1/6 6:09,RISE Media Statement : NOÂ Bush fire evacuation plan provided by @PeterDutton_MP and Refugee support groups for eX-detainee #Refugees forced to move to regional Australia by the Department of Home Affairs https://t.co/IPCVgwmTFG #Bushfire #AustralianBushfire #AustraliaBurning https://t.co/bZSOGnJllT,2020/1/6 6:09
x728082382599774208,x978460662,moonlight201605,SabreF86,2020/1/6 6:27,<U+3053><U+306E><U+6620><U+50CF><U+3001><U+706B><U+661F><U+307F><U+305F><U+3044><U+3060><U+3051><U+3069><U+30AA><U+30FC><U+30B9><U+30C8><U+30E9><U+30EA><U+30A2><U+306A><U+3093><U+3060><U+3088>â€¦â€¦<U+3002><U+539F><U+91CE><U+706B><U+707D><U+3067><U+3001><U+8FBA><U+308A><U+4E00><U+9762><U+306E><U+666F><U+8272><U+304C><U+8D64><U+304F><U+67D3><U+307E><U+3063><U+3066><U+308B><U+3002>#<U+30AA><U+30FC><U+30B9><U+30C8><U+30E9><U+30EA><U+30A2> #<U+30AA><U+30FC><U+30B9><U+30C8><U+30E9><U+30EA><U+30A2><U+5C71><U+706B><U+4E8B> #AustralianBushfire https://t.co/s8vov1TCiD,2020/1/6 6:27
x228118501,x1165963709027475456,BibiRL,tbybabie,2020/1/6 6:30,iâ€™m so glad it rained <U+0001F494> #AustralianBushfire #australiafire https://t.co/oYjZkL51FN,2020/1/6 6:30
x525783599,x343286763,GeeGeeAkili,ShingvWorld,2020/1/6 6:32,"The Knitted and Crafters Guild has confirmed that there are presently 4500 UK citizens making animal rescue goods to help with the rescue and recovery effort. 

#vicfires #AustralianBushfire #gippslandfires https://t.co/nwcG5iDuth",2020/1/6 6:32
x3313218894,x3313218894,deahaque,deahaque,2020/1/6 6:44,"Artist Bhenji Ra is a trans woman of colour organising relief for her community from Moruya to Batemanâ€™s Bay

donate: https://t.co/i1BMLG4Sb4

more info: https://t.co/rursF94WuW

please share! #AustralianBushfire https://t.co/OOoxZbgm6X",2020/1/6 6:44
x1062731738252627968,x2479226604,Xyzas2602,RDNS_TAI,2020/1/6 7:08,So the PM says he will spend â€˜whatever it takesâ€™ to recover from bushfires but his party has spent a two decades spending as little as possible to prevent them #preventioncheaperthancure #AustralianBushfire #auspol  https://t.co/Qn8oZbClWc,2020/1/6 7:08
x228118501,x2479226604,BibiRL,RDNS_TAI,2020/1/6 7:08,So the PM says he will spend â€˜whatever it takesâ€™ to recover from bushfires but his party has spent a two decades spending as little as possible to prevent them #preventioncheaperthancure #AustralianBushfire #auspol  https://t.co/Qn8oZbClWc,2020/1/6 7:08
x761949575422836736,x2479226604,BiddyThe,RDNS_TAI,2020/1/6 7:08,So the PM says he will spend â€˜whatever it takesâ€™ to recover from bushfires but his party has spent a two decades spending as little as possible to prevent them #preventioncheaperthancure #AustralianBushfire #auspol  https://t.co/Qn8oZbClWc,2020/1/6 7:08
x753694640,x4642424240,neneskct,ProBluesPlayer,2020/1/6 7:29,"Some photos from what the smoke looked like yesterday in my home town. Not as red today, but still thick smoke in the area.

#AustralianBushfire #AustralianWildFires #AustraliaBurning https://t.co/CrJ8BtXNVQ",2020/1/6 7:29
x227089726,x1211743070032556032,josephreyesg,LuitMarcel,2020/1/6 7:56,Share some feelgood and please donâ€™t forget to donate. Video by me and @GamielCarrion #AustralianBushfire #AustralianFires #AustraliaBurns https://t.co/15RwMw9b1A,2020/1/6 7:56
x2454513962,x3301181089,FryGerard,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x525783599,x3301181089,GeeGeeAkili,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x902494944673148928,x3301181089,JulianneHiggi16,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x1085579814294085633,x3301181089,cattysway,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x1031828164513751041,x3301181089,iamarctkos,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x1152811032722604032,x3301181089,RE9XfamiiqejobU,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x3368468469,x3301181089,stacycote196,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x2420014062,x3301181089,NorteSur7,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x2569499008,x3301181089,martin_mima,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x33701724,x3301181089,TheKroline,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x753694640,x3301181089,neneskct,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
x1070868647105650689,x3301181089,jxkerisgay,SM_ENGLISH,2020/1/6 8:09,"Animals usually run away from Man
But in Australia now, animals are running to Man
As if saying this is your doing but also you are the only one who can HELP
More than 450 million animals have died so far<U+0001F494>
Our hearts and prays are with you
#AustraliaBurning #AustralianBushfire https://t.co/vqO5LlABM9",2020/1/6 8:09
