source,destination,timestamp,time
3,63,4,2020-01-01 03
3,66,4,2020-01-01 03
3,136,4,2020-01-01 03
3,144,4,2020-01-01 03
6,59,4,2020-01-01 03
8,35,4,2020-01-01 03
8,61,4,2020-01-01 03
8,117,4,2020-01-01 03
10,50,4,2020-01-01 03
10,62,4,2020-01-01 03
10,77,4,2020-01-01 03
10,140,4,2020-01-01 03
12,57,4,2020-01-01 03
12,59,4,2020-01-01 03
12,62,4,2020-01-01 03
12,104,4,2020-01-01 03
12,106,4,2020-01-01 03
12,109,4,2020-01-01 03
13,39,4,2020-01-01 03
13,57,4,2020-01-01 03
13,68,4,2020-01-01 03
13,109,4,2020-01-01 03
13,126,4,2020-01-01 03
13,138,4,2020-01-01 03
14,57,4,2020-01-01 03
15,62,4,2020-01-01 03
15,146,4,2020-01-01 03
16,50,4,2020-01-01 03
16,59,4,2020-01-01 03
16,106,4,2020-01-01 03
16,118,4,2020-01-01 03
16,125,4,2020-01-01 03
16,126,4,2020-01-01 03
18,128,4,2020-01-01 03
19,59,4,2020-01-01 03
20,27,4,2020-01-01 03
21,77,4,2020-01-01 03
22,84,4,2020-01-01 03
22,146,4,2020-01-01 03
24,111,4,2020-01-01 03
26,27,4,2020-01-01 03
26,57,4,2020-01-01 03
26,59,4,2020-01-01 03
26,67,4,2020-01-01 03
26,68,4,2020-01-01 03
26,77,4,2020-01-01 03
26,108,4,2020-01-01 03
26,111,4,2020-01-01 03
26,119,4,2020-01-01 03
26,146,4,2020-01-01 03
27,50,4,2020-01-01 03
27,57,4,2020-01-01 03
27,59,4,2020-01-01 03
27,67,4,2020-01-01 03
27,74,4,2020-01-01 03
27,78,4,2020-01-01 03
27,83,4,2020-01-01 03
27,94,4,2020-01-01 03
27,103,4,2020-01-01 03
27,104,4,2020-01-01 03
27,119,4,2020-01-01 03
27,144,4,2020-01-01 03
29,63,4,2020-01-01 03
33,130,4,2020-01-01 03
35,108,4,2020-01-01 03
35,109,4,2020-01-01 03
35,136,4,2020-01-01 03
39,42,4,2020-01-01 03
39,67,4,2020-01-01 03
39,95,4,2020-01-01 03
39,138,4,2020-01-01 03
39,143,4,2020-01-01 03
40,77,4,2020-01-01 03
40,108,4,2020-01-01 03
40,111,4,2020-01-01 03
42,50,4,2020-01-01 03
42,52,4,2020-01-01 03
42,63,4,2020-01-01 03
42,96,4,2020-01-01 03
42,138,4,2020-01-01 03
43,63,4,2020-01-01 03
43,68,4,2020-01-01 03
43,78,4,2020-01-01 03
43,109,4,2020-01-01 03
43,115,4,2020-01-01 03
43,140,4,2020-01-01 03
46,63,4,2020-01-01 03
46,144,4,2020-01-01 03
48,77,4,2020-01-01 03
48,118,4,2020-01-01 03
50,58,4,2020-01-01 03
50,59,4,2020-01-01 03
50,62,4,2020-01-01 03
50,66,4,2020-01-01 03
50,74,4,2020-01-01 03
50,82,4,2020-01-01 03
50,93,4,2020-01-01 03
50,95,4,2020-01-01 03
50,101,4,2020-01-01 03
50,106,4,2020-01-01 03
50,119,4,2020-01-01 03
50,128,4,2020-01-01 03
50,129,4,2020-01-01 03
50,132,4,2020-01-01 03
50,139,4,2020-01-01 03
50,140,4,2020-01-01 03
50,144,4,2020-01-01 03
51,108,4,2020-01-01 03
52,77,4,2020-01-01 03
52,108,4,2020-01-01 03
52,144,4,2020-01-01 03
53,57,4,2020-01-01 03
53,63,4,2020-01-01 03
53,77,4,2020-01-01 03
53,110,4,2020-01-01 03
53,136,4,2020-01-01 03
54,61,4,2020-01-01 03
54,63,4,2020-01-01 03
54,64,4,2020-01-01 03
54,67,4,2020-01-01 03
54,96,4,2020-01-01 03
54,108,4,2020-01-01 03
55,63,4,2020-01-01 03
56,63,4,2020-01-01 03
57,59,4,2020-01-01 03
57,67,4,2020-01-01 03
57,73,4,2020-01-01 03
57,78,4,2020-01-01 03
57,109,4,2020-01-01 03
57,112,4,2020-01-01 03
57,126,4,2020-01-01 03
57,138,4,2020-01-01 03
57,146,4,2020-01-01 03
58,77,4,2020-01-01 03
58,106,4,2020-01-01 03
59,62,4,2020-01-01 03
59,82,4,2020-01-01 03
59,102,4,2020-01-01 03
59,106,4,2020-01-01 03
59,109,4,2020-01-01 03
59,111,4,2020-01-01 03
59,126,4,2020-01-01 03
59,143,4,2020-01-01 03
59,144,4,2020-01-01 03
60,128,4,2020-01-01 03
61,65,4,2020-01-01 03
61,70,4,2020-01-01 03
61,86,4,2020-01-01 03
61,94,4,2020-01-01 03
61,102,4,2020-01-01 03
61,108,4,2020-01-01 03
61,109,4,2020-01-01 03
61,112,4,2020-01-01 03
61,117,4,2020-01-01 03
62,74,4,2020-01-01 03
62,104,4,2020-01-01 03
62,106,4,2020-01-01 03
62,138,4,2020-01-01 03
62,140,4,2020-01-01 03
62,146,4,2020-01-01 03
63,66,4,2020-01-01 03
63,77,4,2020-01-01 03
63,102,4,2020-01-01 03
63,119,4,2020-01-01 03
63,127,4,2020-01-01 03
63,136,4,2020-01-01 03
63,137,4,2020-01-01 03
63,139,4,2020-01-01 03
63,140,4,2020-01-01 03
63,143,4,2020-01-01 03
63,144,4,2020-01-01 03
64,65,4,2020-01-01 03
64,93,4,2020-01-01 03
64,108,4,2020-01-01 03
64,111,4,2020-01-01 03
65,103,4,2020-01-01 03
65,108,4,2020-01-01 03
65,128,4,2020-01-01 03
65,143,4,2020-01-01 03
65,144,4,2020-01-01 03
66,84,4,2020-01-01 03
67,138,4,2020-01-01 03
67,143,4,2020-01-01 03
68,78,4,2020-01-01 03
68,86,4,2020-01-01 03
68,89,4,2020-01-01 03
68,108,4,2020-01-01 03
70,142,4,2020-01-01 03
73,78,4,2020-01-01 03
73,128,4,2020-01-01 03
74,77,4,2020-01-01 03
74,78,4,2020-01-01 03
74,83,4,2020-01-01 03
74,111,4,2020-01-01 03
74,119,4,2020-01-01 03
74,140,4,2020-01-01 03
75,78,4,2020-01-01 03
75,138,4,2020-01-01 03
77,82,4,2020-01-01 03
77,86,4,2020-01-01 03
77,109,4,2020-01-01 03
77,111,4,2020-01-01 03
77,119,4,2020-01-01 03
77,126,4,2020-01-01 03
77,127,4,2020-01-01 03
77,137,4,2020-01-01 03
77,142,4,2020-01-01 03
77,144,4,2020-01-01 03
78,79,4,2020-01-01 03
78,83,4,2020-01-01 03
78,86,4,2020-01-01 03
78,89,4,2020-01-01 03
78,118,4,2020-01-01 03
78,122,4,2020-01-01 03
78,127,4,2020-01-01 03
78,130,4,2020-01-01 03
78,133,4,2020-01-01 03
79,133,4,2020-01-01 03
82,109,4,2020-01-01 03
82,118,4,2020-01-01 03
82,126,4,2020-01-01 03
82,137,4,2020-01-01 03
82,144,4,2020-01-01 03
83,92,4,2020-01-01 03
83,108,4,2020-01-01 03
83,111,4,2020-01-01 03
84,112,4,2020-01-01 03
84,113,4,2020-01-01 03
84,128,4,2020-01-01 03
84,137,4,2020-01-01 03
84,142,4,2020-01-01 03
84,144,4,2020-01-01 03
84,146,4,2020-01-01 03
85,128,4,2020-01-01 03
85,133,4,2020-01-01 03
86,108,4,2020-01-01 03
86,111,4,2020-01-01 03
89,138,4,2020-01-01 03
90,138,4,2020-01-01 03
91,109,4,2020-01-01 03
93,111,4,2020-01-01 03
94,118,4,2020-01-01 03
96,108,4,2020-01-01 03
99,111,4,2020-01-01 03
99,119,4,2020-01-01 03
102,117,4,2020-01-01 03
104,149,4,2020-01-01 03
108,111,4,2020-01-01 03
108,112,4,2020-01-01 03
108,146,4,2020-01-01 03
109,140,4,2020-01-01 03
110,143,4,2020-01-01 03
111,119,4,2020-01-01 03
111,123,4,2020-01-01 03
112,117,4,2020-01-01 03
112,118,4,2020-01-01 03
112,138,4,2020-01-01 03
112,144,4,2020-01-01 03
113,128,4,2020-01-01 03
113,144,4,2020-01-01 03
118,130,4,2020-01-01 03
119,140,4,2020-01-01 03
119,144,4,2020-01-01 03
126,144,4,2020-01-01 03
127,137,4,2020-01-01 03
127,139,4,2020-01-01 03
127,144,4,2020-01-01 03
130,133,4,2020-01-01 03
132,146,4,2020-01-01 03
133,138,4,2020-01-01 03
136,144,4,2020-01-01 03
137,144,4,2020-01-01 03
139,140,4,2020-01-01 03
140,144,4,2020-01-01 03
1,5,5,2020-01-01 04
1,111,5,2020-01-01 04
2,77,5,2020-01-01 04
2,140,5,2020-01-01 04
3,63,5,2020-01-01 04
3,66,5,2020-01-01 04
3,136,5,2020-01-01 04
3,144,5,2020-01-01 04
6,59,5,2020-01-01 04
8,35,5,2020-01-01 04
8,61,5,2020-01-01 04
8,117,5,2020-01-01 04
10,50,5,2020-01-01 04
10,62,5,2020-01-01 04
10,77,5,2020-01-01 04
10,140,5,2020-01-01 04
12,57,5,2020-01-01 04
12,59,5,2020-01-01 04
12,62,5,2020-01-01 04
12,104,5,2020-01-01 04
12,106,5,2020-01-01 04
12,109,5,2020-01-01 04
13,39,5,2020-01-01 04
13,57,5,2020-01-01 04
13,68,5,2020-01-01 04
13,109,5,2020-01-01 04
13,126,5,2020-01-01 04
13,138,5,2020-01-01 04
14,57,5,2020-01-01 04
15,62,5,2020-01-01 04
15,146,5,2020-01-01 04
16,50,5,2020-01-01 04
16,59,5,2020-01-01 04
16,106,5,2020-01-01 04
16,118,5,2020-01-01 04
16,125,5,2020-01-01 04
16,126,5,2020-01-01 04
18,128,5,2020-01-01 04
19,59,5,2020-01-01 04
20,27,5,2020-01-01 04
21,77,5,2020-01-01 04
22,84,5,2020-01-01 04
22,146,5,2020-01-01 04
24,111,5,2020-01-01 04
26,27,5,2020-01-01 04
26,57,5,2020-01-01 04
26,59,5,2020-01-01 04
26,67,5,2020-01-01 04
26,68,5,2020-01-01 04
26,77,5,2020-01-01 04
26,108,5,2020-01-01 04
26,111,5,2020-01-01 04
26,119,5,2020-01-01 04
26,146,5,2020-01-01 04
27,50,5,2020-01-01 04
27,57,5,2020-01-01 04
27,59,5,2020-01-01 04
27,67,5,2020-01-01 04
27,74,5,2020-01-01 04
27,78,5,2020-01-01 04
27,83,5,2020-01-01 04
27,94,5,2020-01-01 04
27,103,5,2020-01-01 04
27,104,5,2020-01-01 04
27,119,5,2020-01-01 04
27,144,5,2020-01-01 04
29,63,5,2020-01-01 04
33,130,5,2020-01-01 04
35,108,5,2020-01-01 04
35,109,5,2020-01-01 04
35,136,5,2020-01-01 04
39,42,5,2020-01-01 04
39,67,5,2020-01-01 04
39,95,5,2020-01-01 04
39,138,5,2020-01-01 04
39,143,5,2020-01-01 04
40,77,5,2020-01-01 04
40,108,5,2020-01-01 04
40,111,5,2020-01-01 04
42,52,5,2020-01-01 04
42,63,5,2020-01-01 04
42,96,5,2020-01-01 04
42,138,5,2020-01-01 04
43,63,5,2020-01-01 04
43,68,5,2020-01-01 04
43,78,5,2020-01-01 04
43,109,5,2020-01-01 04
43,115,5,2020-01-01 04
43,140,5,2020-01-01 04
46,63,5,2020-01-01 04
46,144,5,2020-01-01 04
48,77,5,2020-01-01 04
48,118,5,2020-01-01 04
50,59,5,2020-01-01 04
50,62,5,2020-01-01 04
50,74,5,2020-01-01 04
50,82,5,2020-01-01 04
50,101,5,2020-01-01 04
50,106,5,2020-01-01 04
50,119,5,2020-01-01 04
50,128,5,2020-01-01 04
50,129,5,2020-01-01 04
50,132,5,2020-01-01 04
50,139,5,2020-01-01 04
50,140,5,2020-01-01 04
50,144,5,2020-01-01 04
51,108,5,2020-01-01 04
52,77,5,2020-01-01 04
52,108,5,2020-01-01 04
52,144,5,2020-01-01 04
53,57,5,2020-01-01 04
53,63,5,2020-01-01 04
53,77,5,2020-01-01 04
53,110,5,2020-01-01 04
53,136,5,2020-01-01 04
54,61,5,2020-01-01 04
54,63,5,2020-01-01 04
54,64,5,2020-01-01 04
54,67,5,2020-01-01 04
54,96,5,2020-01-01 04
54,108,5,2020-01-01 04
55,63,5,2020-01-01 04
56,63,5,2020-01-01 04
57,59,5,2020-01-01 04
57,67,5,2020-01-01 04
57,73,5,2020-01-01 04
57,78,5,2020-01-01 04
57,109,5,2020-01-01 04
57,112,5,2020-01-01 04
57,126,5,2020-01-01 04
57,138,5,2020-01-01 04
57,146,5,2020-01-01 04
58,77,5,2020-01-01 04
58,106,5,2020-01-01 04
59,62,5,2020-01-01 04
59,82,5,2020-01-01 04
59,102,5,2020-01-01 04
59,106,5,2020-01-01 04
59,109,5,2020-01-01 04
59,111,5,2020-01-01 04
59,126,5,2020-01-01 04
59,143,5,2020-01-01 04
59,144,5,2020-01-01 04
60,128,5,2020-01-01 04
61,65,5,2020-01-01 04
61,70,5,2020-01-01 04
61,86,5,2020-01-01 04
61,94,5,2020-01-01 04
61,102,5,2020-01-01 04
61,108,5,2020-01-01 04
61,109,5,2020-01-01 04
61,112,5,2020-01-01 04
61,117,5,2020-01-01 04
62,74,5,2020-01-01 04
62,104,5,2020-01-01 04
62,106,5,2020-01-01 04
62,138,5,2020-01-01 04
62,140,5,2020-01-01 04
62,146,5,2020-01-01 04
63,66,5,2020-01-01 04
63,77,5,2020-01-01 04
63,102,5,2020-01-01 04
63,119,5,2020-01-01 04
63,127,5,2020-01-01 04
63,136,5,2020-01-01 04
63,137,5,2020-01-01 04
63,139,5,2020-01-01 04
63,140,5,2020-01-01 04
63,143,5,2020-01-01 04
63,144,5,2020-01-01 04
64,65,5,2020-01-01 04
64,93,5,2020-01-01 04
64,108,5,2020-01-01 04
64,111,5,2020-01-01 04
65,103,5,2020-01-01 04
65,108,5,2020-01-01 04
65,128,5,2020-01-01 04
65,143,5,2020-01-01 04
65,144,5,2020-01-01 04
66,84,5,2020-01-01 04
67,138,5,2020-01-01 04
67,143,5,2020-01-01 04
68,78,5,2020-01-01 04
68,86,5,2020-01-01 04
68,89,5,2020-01-01 04
68,108,5,2020-01-01 04
70,142,5,2020-01-01 04
73,78,5,2020-01-01 04
73,128,5,2020-01-01 04
74,77,5,2020-01-01 04
74,78,5,2020-01-01 04
74,83,5,2020-01-01 04
74,111,5,2020-01-01 04
74,119,5,2020-01-01 04
74,140,5,2020-01-01 04
75,78,5,2020-01-01 04
75,138,5,2020-01-01 04
77,82,5,2020-01-01 04
77,86,5,2020-01-01 04
77,109,5,2020-01-01 04
77,111,5,2020-01-01 04
77,119,5,2020-01-01 04
77,126,5,2020-01-01 04
77,127,5,2020-01-01 04
77,137,5,2020-01-01 04
77,142,5,2020-01-01 04
77,144,5,2020-01-01 04
78,79,5,2020-01-01 04
78,83,5,2020-01-01 04
78,86,5,2020-01-01 04
78,89,5,2020-01-01 04
78,118,5,2020-01-01 04
78,122,5,2020-01-01 04
78,127,5,2020-01-01 04
78,130,5,2020-01-01 04
78,133,5,2020-01-01 04
79,133,5,2020-01-01 04
82,109,5,2020-01-01 04
82,118,5,2020-01-01 04
82,126,5,2020-01-01 04
82,137,5,2020-01-01 04
82,144,5,2020-01-01 04
83,92,5,2020-01-01 04
83,108,5,2020-01-01 04
83,111,5,2020-01-01 04
84,112,5,2020-01-01 04
84,113,5,2020-01-01 04
84,128,5,2020-01-01 04
84,137,5,2020-01-01 04
84,142,5,2020-01-01 04
84,144,5,2020-01-01 04
84,146,5,2020-01-01 04
85,128,5,2020-01-01 04
85,133,5,2020-01-01 04
86,108,5,2020-01-01 04
86,111,5,2020-01-01 04
89,138,5,2020-01-01 04
90,138,5,2020-01-01 04
91,109,5,2020-01-01 04
93,111,5,2020-01-01 04
94,118,5,2020-01-01 04
96,108,5,2020-01-01 04
99,111,5,2020-01-01 04
99,119,5,2020-01-01 04
104,149,5,2020-01-01 04
108,111,5,2020-01-01 04
108,112,5,2020-01-01 04
108,146,5,2020-01-01 04
109,140,5,2020-01-01 04
110,143,5,2020-01-01 04
111,119,5,2020-01-01 04
111,123,5,2020-01-01 04
112,117,5,2020-01-01 04
112,118,5,2020-01-01 04
112,138,5,2020-01-01 04
112,144,5,2020-01-01 04
113,128,5,2020-01-01 04
113,144,5,2020-01-01 04
118,130,5,2020-01-01 04
119,140,5,2020-01-01 04
119,144,5,2020-01-01 04
126,144,5,2020-01-01 04
127,137,5,2020-01-01 04
127,139,5,2020-01-01 04
127,144,5,2020-01-01 04
130,133,5,2020-01-01 04
132,146,5,2020-01-01 04
133,138,5,2020-01-01 04
136,144,5,2020-01-01 04
137,144,5,2020-01-01 04
139,140,5,2020-01-01 04
140,144,5,2020-01-01 04
1,5,6,2020-01-01 05
1,111,6,2020-01-01 05
2,77,6,2020-01-01 05
2,140,6,2020-01-01 05
3,63,6,2020-01-01 05
3,66,6,2020-01-01 05
3,136,6,2020-01-01 05
3,144,6,2020-01-01 05
6,59,6,2020-01-01 05
8,35,6,2020-01-01 05
8,61,6,2020-01-01 05
8,117,6,2020-01-01 05
10,50,6,2020-01-01 05
10,77,6,2020-01-01 05
10,140,6,2020-01-01 05
12,57,6,2020-01-01 05
12,59,6,2020-01-01 05
12,62,6,2020-01-01 05
12,104,6,2020-01-01 05
12,106,6,2020-01-01 05
12,109,6,2020-01-01 05
13,39,6,2020-01-01 05
13,57,6,2020-01-01 05
13,68,6,2020-01-01 05
13,109,6,2020-01-01 05
13,126,6,2020-01-01 05
13,138,6,2020-01-01 05
14,57,6,2020-01-01 05
15,62,6,2020-01-01 05
15,146,6,2020-01-01 05
16,50,6,2020-01-01 05
16,59,6,2020-01-01 05
16,106,6,2020-01-01 05
16,118,6,2020-01-01 05
16,125,6,2020-01-01 05
16,126,6,2020-01-01 05
18,128,6,2020-01-01 05
19,59,6,2020-01-01 05
20,27,6,2020-01-01 05
21,77,6,2020-01-01 05
22,84,6,2020-01-01 05
22,146,6,2020-01-01 05
24,111,6,2020-01-01 05
26,27,6,2020-01-01 05
26,57,6,2020-01-01 05
26,59,6,2020-01-01 05
26,67,6,2020-01-01 05
26,68,6,2020-01-01 05
26,77,6,2020-01-01 05
26,108,6,2020-01-01 05
26,111,6,2020-01-01 05
26,119,6,2020-01-01 05
26,146,6,2020-01-01 05
27,59,6,2020-01-01 05
27,67,6,2020-01-01 05
27,74,6,2020-01-01 05
27,78,6,2020-01-01 05
27,83,6,2020-01-01 05
27,94,6,2020-01-01 05
27,104,6,2020-01-01 05
27,119,6,2020-01-01 05
27,144,6,2020-01-01 05
29,63,6,2020-01-01 05
33,130,6,2020-01-01 05
35,108,6,2020-01-01 05
35,109,6,2020-01-01 05
35,136,6,2020-01-01 05
39,42,6,2020-01-01 05
39,67,6,2020-01-01 05
39,95,6,2020-01-01 05
39,138,6,2020-01-01 05
39,143,6,2020-01-01 05
40,77,6,2020-01-01 05
40,108,6,2020-01-01 05
40,111,6,2020-01-01 05
42,52,6,2020-01-01 05
42,63,6,2020-01-01 05
42,96,6,2020-01-01 05
42,138,6,2020-01-01 05
43,63,6,2020-01-01 05
43,68,6,2020-01-01 05
43,78,6,2020-01-01 05
43,109,6,2020-01-01 05
43,115,6,2020-01-01 05
43,140,6,2020-01-01 05
46,63,6,2020-01-01 05
46,144,6,2020-01-01 05
48,77,6,2020-01-01 05
48,118,6,2020-01-01 05
50,59,6,2020-01-01 05
50,82,6,2020-01-01 05
50,101,6,2020-01-01 05
50,119,6,2020-01-01 05
50,132,6,2020-01-01 05
50,139,6,2020-01-01 05
50,140,6,2020-01-01 05
50,144,6,2020-01-01 05
51,108,6,2020-01-01 05
52,77,6,2020-01-01 05
52,108,6,2020-01-01 05
52,144,6,2020-01-01 05
53,63,6,2020-01-01 05
53,77,6,2020-01-01 05
53,110,6,2020-01-01 05
53,136,6,2020-01-01 05
54,61,6,2020-01-01 05
54,63,6,2020-01-01 05
54,64,6,2020-01-01 05
54,67,6,2020-01-01 05
54,96,6,2020-01-01 05
54,108,6,2020-01-01 05
55,63,6,2020-01-01 05
56,63,6,2020-01-01 05
57,59,6,2020-01-01 05
57,67,6,2020-01-01 05
57,73,6,2020-01-01 05
57,78,6,2020-01-01 05
57,109,6,2020-01-01 05
57,112,6,2020-01-01 05
57,126,6,2020-01-01 05
57,138,6,2020-01-01 05
57,146,6,2020-01-01 05
58,77,6,2020-01-01 05
58,106,6,2020-01-01 05
59,62,6,2020-01-01 05
59,82,6,2020-01-01 05
59,102,6,2020-01-01 05
59,106,6,2020-01-01 05
59,109,6,2020-01-01 05
59,111,6,2020-01-01 05
59,126,6,2020-01-01 05
59,143,6,2020-01-01 05
59,144,6,2020-01-01 05
60,128,6,2020-01-01 05
61,65,6,2020-01-01 05
61,70,6,2020-01-01 05
61,86,6,2020-01-01 05
61,94,6,2020-01-01 05
61,108,6,2020-01-01 05
61,109,6,2020-01-01 05
61,112,6,2020-01-01 05
61,117,6,2020-01-01 05
62,74,6,2020-01-01 05
62,104,6,2020-01-01 05
62,106,6,2020-01-01 05
62,138,6,2020-01-01 05
62,146,6,2020-01-01 05
63,66,6,2020-01-01 05
63,77,6,2020-01-01 05
63,102,6,2020-01-01 05
63,119,6,2020-01-01 05
63,127,6,2020-01-01 05
63,136,6,2020-01-01 05
63,137,6,2020-01-01 05
63,139,6,2020-01-01 05
63,140,6,2020-01-01 05
63,143,6,2020-01-01 05
63,144,6,2020-01-01 05
64,65,6,2020-01-01 05
64,93,6,2020-01-01 05
64,108,6,2020-01-01 05
64,111,6,2020-01-01 05
65,108,6,2020-01-01 05
65,128,6,2020-01-01 05
65,143,6,2020-01-01 05
65,144,6,2020-01-01 05
66,84,6,2020-01-01 05
67,138,6,2020-01-01 05
67,143,6,2020-01-01 05
68,78,6,2020-01-01 05
68,86,6,2020-01-01 05
68,89,6,2020-01-01 05
68,108,6,2020-01-01 05
70,142,6,2020-01-01 05
73,78,6,2020-01-01 05
73,128,6,2020-01-01 05
74,77,6,2020-01-01 05
74,78,6,2020-01-01 05
74,83,6,2020-01-01 05
74,111,6,2020-01-01 05
74,119,6,2020-01-01 05
74,140,6,2020-01-01 05
75,78,6,2020-01-01 05
75,138,6,2020-01-01 05
77,82,6,2020-01-01 05
77,86,6,2020-01-01 05
77,109,6,2020-01-01 05
77,111,6,2020-01-01 05
77,119,6,2020-01-01 05
77,126,6,2020-01-01 05
77,127,6,2020-01-01 05
77,137,6,2020-01-01 05
77,142,6,2020-01-01 05
77,144,6,2020-01-01 05
78,79,6,2020-01-01 05
78,83,6,2020-01-01 05
78,86,6,2020-01-01 05
78,89,6,2020-01-01 05
78,118,6,2020-01-01 05
78,122,6,2020-01-01 05
78,127,6,2020-01-01 05
78,130,6,2020-01-01 05
78,133,6,2020-01-01 05
79,133,6,2020-01-01 05
82,109,6,2020-01-01 05
82,118,6,2020-01-01 05
82,126,6,2020-01-01 05
82,137,6,2020-01-01 05
82,144,6,2020-01-01 05
83,92,6,2020-01-01 05
83,108,6,2020-01-01 05
83,111,6,2020-01-01 05
84,112,6,2020-01-01 05
84,113,6,2020-01-01 05
84,128,6,2020-01-01 05
84,137,6,2020-01-01 05
84,142,6,2020-01-01 05
84,144,6,2020-01-01 05
84,146,6,2020-01-01 05
85,128,6,2020-01-01 05
85,133,6,2020-01-01 05
86,108,6,2020-01-01 05
86,111,6,2020-01-01 05
89,138,6,2020-01-01 05
90,138,6,2020-01-01 05
91,109,6,2020-01-01 05
93,111,6,2020-01-01 05
94,118,6,2020-01-01 05
96,108,6,2020-01-01 05
99,111,6,2020-01-01 05
99,119,6,2020-01-01 05
104,149,6,2020-01-01 05
108,111,6,2020-01-01 05
108,112,6,2020-01-01 05
108,146,6,2020-01-01 05
109,140,6,2020-01-01 05
110,143,6,2020-01-01 05
111,119,6,2020-01-01 05
111,123,6,2020-01-01 05
112,117,6,2020-01-01 05
112,118,6,2020-01-01 05
112,138,6,2020-01-01 05
112,144,6,2020-01-01 05
113,128,6,2020-01-01 05
113,144,6,2020-01-01 05
118,130,6,2020-01-01 05
119,140,6,2020-01-01 05
119,144,6,2020-01-01 05
126,144,6,2020-01-01 05
127,137,6,2020-01-01 05
127,139,6,2020-01-01 05
127,144,6,2020-01-01 05
130,133,6,2020-01-01 05
132,146,6,2020-01-01 05
133,138,6,2020-01-01 05
136,144,6,2020-01-01 05
137,144,6,2020-01-01 05
139,140,6,2020-01-01 05
140,144,6,2020-01-01 05
1,5,7,2020-01-01 06
1,111,7,2020-01-01 06
2,140,7,2020-01-01 06
3,63,7,2020-01-01 06
3,66,7,2020-01-01 06
3,136,7,2020-01-01 06
3,144,7,2020-01-01 06
6,59,7,2020-01-01 06
8,35,7,2020-01-01 06
8,61,7,2020-01-01 06
8,117,7,2020-01-01 06
12,57,7,2020-01-01 06
12,59,7,2020-01-01 06
12,62,7,2020-01-01 06
12,106,7,2020-01-01 06
12,109,7,2020-01-01 06
13,39,7,2020-01-01 06
13,57,7,2020-01-01 06
13,68,7,2020-01-01 06
13,109,7,2020-01-01 06
13,126,7,2020-01-01 06
13,138,7,2020-01-01 06
14,57,7,2020-01-01 06
15,62,7,2020-01-01 06
15,146,7,2020-01-01 06
16,50,7,2020-01-01 06
16,59,7,2020-01-01 06
16,106,7,2020-01-01 06
16,118,7,2020-01-01 06
16,125,7,2020-01-01 06
16,126,7,2020-01-01 06
18,128,7,2020-01-01 06
19,59,7,2020-01-01 06
20,27,7,2020-01-01 06
21,77,7,2020-01-01 06
22,84,7,2020-01-01 06
22,146,7,2020-01-01 06
24,111,7,2020-01-01 06
26,27,7,2020-01-01 06
26,57,7,2020-01-01 06
26,59,7,2020-01-01 06
26,67,7,2020-01-01 06
26,68,7,2020-01-01 06
26,77,7,2020-01-01 06
26,108,7,2020-01-01 06
26,111,7,2020-01-01 06
26,119,7,2020-01-01 06
26,146,7,2020-01-01 06
27,59,7,2020-01-01 06
27,67,7,2020-01-01 06
27,74,7,2020-01-01 06
27,78,7,2020-01-01 06
27,83,7,2020-01-01 06
27,94,7,2020-01-01 06
27,104,7,2020-01-01 06
27,119,7,2020-01-01 06
27,144,7,2020-01-01 06
29,63,7,2020-01-01 06
33,130,7,2020-01-01 06
35,108,7,2020-01-01 06
35,109,7,2020-01-01 06
35,136,7,2020-01-01 06
39,42,7,2020-01-01 06
39,67,7,2020-01-01 06
39,95,7,2020-01-01 06
39,138,7,2020-01-01 06
39,143,7,2020-01-01 06
40,77,7,2020-01-01 06
40,108,7,2020-01-01 06
40,111,7,2020-01-01 06
42,52,7,2020-01-01 06
42,63,7,2020-01-01 06
42,96,7,2020-01-01 06
42,138,7,2020-01-01 06
43,63,7,2020-01-01 06
43,68,7,2020-01-01 06
43,78,7,2020-01-01 06
43,109,7,2020-01-01 06
43,115,7,2020-01-01 06
43,140,7,2020-01-01 06
46,63,7,2020-01-01 06
46,144,7,2020-01-01 06
48,118,7,2020-01-01 06
50,59,7,2020-01-01 06
50,82,7,2020-01-01 06
50,101,7,2020-01-01 06
50,132,7,2020-01-01 06
50,139,7,2020-01-01 06
51,108,7,2020-01-01 06
52,77,7,2020-01-01 06
52,108,7,2020-01-01 06
52,144,7,2020-01-01 06
53,77,7,2020-01-01 06
53,110,7,2020-01-01 06
54,63,7,2020-01-01 06
54,64,7,2020-01-01 06
54,67,7,2020-01-01 06
54,96,7,2020-01-01 06
54,108,7,2020-01-01 06
55,63,7,2020-01-01 06
56,63,7,2020-01-01 06
57,59,7,2020-01-01 06
57,67,7,2020-01-01 06
57,73,7,2020-01-01 06
57,78,7,2020-01-01 06
57,109,7,2020-01-01 06
57,112,7,2020-01-01 06
57,126,7,2020-01-01 06
57,138,7,2020-01-01 06
57,146,7,2020-01-01 06
58,77,7,2020-01-01 06
58,106,7,2020-01-01 06
59,62,7,2020-01-01 06
59,82,7,2020-01-01 06
59,102,7,2020-01-01 06
59,106,7,2020-01-01 06
59,109,7,2020-01-01 06
59,111,7,2020-01-01 06
59,126,7,2020-01-01 06
59,143,7,2020-01-01 06
60,128,7,2020-01-01 06
61,65,7,2020-01-01 06
61,86,7,2020-01-01 06
61,94,7,2020-01-01 06
61,108,7,2020-01-01 06
61,109,7,2020-01-01 06
61,112,7,2020-01-01 06
